restaurant name,rating,content,label,content_clean,Tokenized,predicted_subjectivity
Tasty Loong at Orto Park 龍鲜閣,2,"Service: 5/5
Service staff are very attentive and friendly. They are patient when explaining their dishes. Thumbs up to their service manager.

Food: 1/5
1. Mushroom Tofu
Probably the better dish but they are a seafood restaurant?
2. Shark Fin Soup
Generous portion of shark Fin but the soup was a disappointment
3. Dancing Roasted Chicken
It was fine, not great.
4. Salted Egg Crab
Honestly, this was what I was looking forward to - the sauce and crab were not in the same building; disappointing.
5. Opeh Leaves vermicelli
Really big time disappointment. the vermicelli had a strange taste.

Ambience: 3/5
A nice place in the evening. quite cooling.

Price: 2/5
For the price you pay, you should get better food.

Final Verdict: Don't bother.",0.0,Service 55 Service staff are very attentive and friendly They are patient when explaining their dish up to their service manager Food 15 1 Mushroom Tofu Probably the better dish but they are a restaurant 2 Shark Fin Soup Generous portion of shark Fin but the soup wa a disappointment 3 Dancing Chicken It wa fine not great 4 Salted Egg Crab Honestly this wa what I wa looking forward to the sauce and crab were not in the same building disappointing 5 Leaves vermicelli Really big time disappointment the vermicelli had a strange taste Ambience 35 A nice place in the evening quite cooling Price 25 For the price you pay you should get better food Final Verdict Dont bother,"[[('Service', 'NNP'), ('55', 'CD'), ('Service', 'NNP'), ('staff', 'NN'), ('are', 'VBP'), ('very', 'RB'), ('attentive', 'JJ'), ('and', 'CC'), ('friendly', 'JJ'), ('They', 'PRP'), ('are', 'VBP'), ('patient', 'JJ'), ('when', 'WRB'), ('explaining', 'VBG'), ('their', 'PRP$'), ('dish', 'NN'), ('up', 'IN'), ('to', 'TO'), ('their', 'PRP$'), ('service', 'NN'), ('manager', 'NN'), ('Food', 'NNP'), ('15', 'CD'), ('1', 'CD'), ('Mushroom', 'NNP'), ('Tofu', 'NNP'), ('Probably', 'NNP'), ('the', 'DT'), ('better', 'JJR'), ('dish', 'NN'), ('but', 'CC'), ('they', 'PRP'), ('are', 'VBP'), ('a', 'DT'), ('restaurant', 'NN'), ('2', 'CD'), ('Shark', 'NNP'), ('Fin', 'NNP'), ('Soup', 'NNP'), ('Generous', 'NNP'), ('portion', 'NN'), ('of', 'IN'), ('shark', 'NN'), ('Fin', 'NNP'), ('but', 'CC'), ('the', 'DT'), ('soup', 'NN'), ('wa', 'VBD'), ('a', 'DT'), ('disappointment', 'NN'), ('3', 'CD'), ('Dancing', 'NNP'), ('Chicken', 'NNP'), ('It', 'PRP'), ('wa', 'VBD'), ('fine', 'JJ'), ('not', 'RB'), ('great', 'JJ'), ('4', 'CD'), ('Salted', 'NNP'), ('Egg', 'NNP'), ('Crab', 'NNP'), ('Honestly', 'NNP'), ('this', 'DT'), ('wa', 'VBZ'), ('what', 'WP'), ('I', 'PRP'), ('wa', 'VBP'), ('looking', 'VBG'), ('forward', 'RB'), ('to', 'TO'), ('the', 'DT'), ('sauce', 'NN'), ('and', 'CC'), ('crab', 'NN'), ('were', 'VBD'), ('not', 'RB'), ('in', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('building', 'NN'), ('disappointing', 'VBG'), ('5', 'CD'), ('Leaves', 'NNS'), ('vermicelli', 'VBP'), ('Really', 'RB'), ('big', 'JJ'), ('time', 'NN'), ('disappointment', 'NN'), ('the', 'DT'), ('vermicelli', 'NN'), ('had', 'VBD'), ('a', 'DT'), ('strange', 'JJ'), ('taste', 'NN'), ('Ambience', 'NNP'), ('35', 'CD'), ('A', 'NNP'), ('nice', 'JJ'), ('place', 'NN'), ('in', 'IN'), ('the', 'DT'), ('evening', 'NN'), ('quite', 'RB'), ('cooling', 'JJ'), ('Price', 'NNP'), ('25', 'CD'), ('For', 'IN'), ('the', 'DT'), ('price', 'NN'), ('you', 'PRP'), ('pay', 'VBP'), ('you', 'PRP'), ('should', 'MD'), ('get', 'VB'), ('better', 'JJR'), ('food', 'NN'), ('Final', 'NNP'), ('Verdict', 'NNP'), ('Dont', 'NNP'), ('bother', 'NN')]]",0.5921875000000001
5G Restaurant,3,Prata n teh tarik is reasonably good. Only service is a little slow even when there's no crowd.,1.0,n is reasonably good Only service is a little slow even when there no crowd,"[[('n', 'NN'), ('is', 'VBZ'), ('reasonably', 'RB'), ('good', 'JJ'), ('Only', 'RB'), ('service', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('little', 'JJ'), ('slow', 'JJ'), ('even', 'RB'), ('when', 'WRB'), ('there', 'EX'), ('no', 'DT'), ('crowd', 'NN')]]",0.625
Srisun Express,1,"Food mediocre, yet had to wait an unreasonable amount of time for the food to be served. Coin prata came within 10 mins of ordering, which was reasonable. However, later on we had to remind them that we had another 2 dishes that weren’t served. Furthermore, the chicken briyani was already cooked and shouldn’t take so long to serve. However, that wasn’t the worst part, we ordered at 1527 and the ikan bilis white bee Hoon was only served at 1402. Everyone else had already eaten finish and only then had it been served which is absolutely ridiculous. Additionally, it seems as though the oil they used to cook the beehoon was reused as there was a rather strong odour.",0.0,Food mediocre yet had to wait an unreasonable amount of time for the food to be Coin came within 10 min of which wa reasonable However later on we had to remind them that we had another 2 dish that  ’ t Furthermore the chicken wa already and  ’ t take so long to serve However that  ’ t the worst part we ordered at 1527 and the white bee Hoon wa only at 1402 Everyone else had already eaten finish and only then had it been which is absolutely ridiculous Additionally it a though the oil they used to cook the wa a there wa a rather strong,"[[('Food', 'NNP'), ('mediocre', 'NN'), ('yet', 'RB'), ('had', 'VBD'), ('to', 'TO'), ('wait', 'VB'), ('an', 'DT'), ('unreasonable', 'JJ'), ('amount', 'NN'), ('of', 'IN'), ('time', 'NN'), ('for', 'IN'), ('the', 'DT'), ('food', 'NN'), ('to', 'TO'), ('be', 'VB'), ('Coin', 'NNP'), ('came', 'VBD'), ('within', 'IN'), ('10', 'CD'), ('min', 'NN'), ('of', 'IN'), ('which', 'WDT'), ('wa', 'VBP'), ('reasonable', 'JJ'), ('However', 'RB'), ('later', 'RB'), ('on', 'IN'), ('we', 'PRP'), ('had', 'VBD'), ('to', 'TO'), ('remind', 'VB'), ('them', 'PRP'), ('that', 'IN'), ('we', 'PRP'), ('had', 'VBD'), ('another', 'DT'), ('2', 'CD'), ('dish', 'NN'), ('that', 'WDT'), ('’', 'VBZ'), ('t', 'NN'), ('Furthermore', 'IN'), ('the', 'DT'), ('chicken', 'NN'), ('wa', 'NN'), ('already', 'RB'), ('and', 'CC'), ('’', 'JJ'), ('t', 'NNS'), ('take', 'VBP'), ('so', 'RB'), ('long', 'RB'), ('to', 'TO'), ('serve', 'VB'), ('However', 'RB'), ('that', 'IN'), ('’', 'NNP'), ('t', 'VBD'), ('the', 'DT'), ('worst', 'JJS'), ('part', 'NN'), ('we', 'PRP'), ('ordered', 'VBD'), ('at', 'IN'), ('1527', 'CD'), ('and', 'CC'), ('the', 'DT'), ('white', 'JJ'), ('bee', 'NN'), ('Hoon', 'NNP'), ('wa', 'VBZ'), ('only', 'RB'), ('at', 'IN'), ('1402', 'CD'), ('Everyone', 'NN'), ('else', 'RB'), ('had', 'VBD'), ('already', 'RB'), ('eaten', 'VBN'), ('finish', 'NN'), ('and', 'CC'), ('only', 'RB'), ('then', 'RB'), ('had', 'VBD'), ('it', 'PRP'), ('been', 'VBN'), ('which', 'WDT'), ('is', 'VBZ'), ('absolutely', 'RB'), ('ridiculous', 'JJ'), ('Additionally', 'NNP'), ('it', 'PRP'), ('a', 'DT'), ('though', 'IN'), ('the', 'DT'), ('oil', 'NN'), ('they', 'PRP'), ('used', 'VBD'), ('to', 'TO'), ('cook', 'VB'), ('the', 'DT'), ('wa', 'NN'), ('a', 'DT'), ('there', 'EX'), ('wa', 'VBZ'), ('a', 'DT'), ('rather', 'RB'), ('strong', 'JJ')]]",0.6984848484848484
Penang Delights,5,One of the best prawn noodle in AMK central. Everyone must give it a try!,1.0,One of the best prawn noodle in central Everyone must give it a try,"[[('One', 'CD'), ('of', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('prawn', 'NN'), ('noodle', 'NN'), ('in', 'IN'), ('central', 'JJ'), ('Everyone', 'NNP'), ('must', 'MD'), ('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('try', 'NN')]]",0.275
Gu Ma Jia Private Kitchen,5,"A dining place you must try if you are near macpherson.All their dishes are delicious and value for money.
👍👍👍👍👍👍",1.0,A dining place you must try if you are near their dish are delicious and value for money  thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup,"[[('A', 'DT'), ('dining', 'JJ'), ('place', 'NN'), ('you', 'PRP'), ('must', 'MD'), ('try', 'VB'), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('near', 'IN'), ('their', 'PRP$'), ('dish', 'NN'), ('are', 'VBP'), ('delicious', 'JJ'), ('and', 'CC'), ('value', 'NN'), ('for', 'IN'), ('money', 'NN'), ('thumbsup', 'NN'), ('thumbsup', 'NN'), ('thumbsup', 'NN'), ('thumbsup', 'NN'), ('thumbsup', 'NN'), ('thumbsup', 'NN')]]",0.7
Old Chang Kee,3,Cheap food but service abit slow resulted in long q in the morning before 8 to 9 am,2.0,Cheap food but service slow in long q in the morning before 8 to 9 am,"[[('Cheap', 'JJ'), ('food', 'NN'), ('but', 'CC'), ('service', 'NN'), ('slow', 'NNS'), ('in', 'IN'), ('long', 'JJ'), ('q', 'NN'), ('in', 'IN'), ('the', 'DT'), ('morning', 'NN'), ('before', 'IN'), ('8', 'CD'), ('to', 'TO'), ('9', 'CD'), ('am', 'VBP')]]",0.5
ikigai @ The Venue,5,Wonderful host.. cosy place,1.0,Wonderful host cosy place,"[[('Wonderful', 'JJ'), ('host', 'NN'), ('cosy', 'JJ'), ('place', 'NN')]]",1.0
Meeras Curry Banana Leaf Restaurant,5,"Excellent fluffy prata served with choice of mutton/fish curry, dalcha and my fav sambal ikan bilis (anchovies)",1.0,Excellent fluffy with choice of muttonfish curry and my sambal anchovy,"[[('Excellent', 'JJ'), ('fluffy', 'NN'), ('with', 'IN'), ('choice', 'NN'), ('of', 'IN'), ('muttonfish', 'JJ'), ('curry', 'NN'), ('and', 'CC'), ('my', 'PRP$'), ('sambal', 'JJ'), ('anchovy', 'NN')]]",0.7
Ichikokudo Hokkaido Ramen,5,"Opening on 4th Dec 2020,
One of the best Halal Hokkaido Ramen in town. Try it if you haven’t.",1.0,Opening on 4th 2020 One of the best Halal in town Try it if you haven  ’ t,"[[('Opening', 'VBG'), ('on', 'IN'), ('4th', 'CD'), ('2020', 'CD'), ('One', 'CD'), ('of', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('Halal', 'NN'), ('in', 'IN'), ('town', 'NN'), ('Try', 'NNP'), ('it', 'PRP'), ('if', 'IN'), ('you', 'PRP'), ('haven', 'VBP'), ('’', 'JJ'), ('t', 'NN')]]",0.3
Mad Charcoal,4,"A long wait for food on a weekday evening but it was worth it as I had gained an appetite by then. The chicken was flavoured well and grilled with a slight char. The generous side dish of ratatouille was hearty and made up for the wait.
—-
Came back another time and ordered takeaway. Ordered the grilled fish of the day (sea bass) and beef brisket. The fish was fresh and the beef was tender and the beef fat melts in the mouth. Order the mash, it’s really yum. 👍🏼

Food deserves 5 ⭐️, but be prepared to wait.",1.0,A long wait for food on a weekday evening but it wa worth it a I had an appetite by then The chicken wa well and grilled with a slight char The generous side dish of wa hearty and made up for the wait  — Came back another time and ordered Ordered the grilled fish of the day sea bass and beef brisket The fish wa fresh and the beef wa tender and the beef fat melt in the mouth Order the mash it  ’ s really  thumbsup emoji modifier fitzpatrick type  3 Food 5  star ️ but be prepared to wait,"[[('A', 'DT'), ('long', 'JJ'), ('wait', 'NN'), ('for', 'IN'), ('food', 'NN'), ('on', 'IN'), ('a', 'DT'), ('weekday', 'JJ'), ('evening', 'NN'), ('but', 'CC'), ('it', 'PRP'), ('wa', 'VBZ'), ('worth', 'IN'), ('it', 'PRP'), ('a', 'DT'), ('I', 'PRP'), ('had', 'VBD'), ('an', 'DT'), ('appetite', 'NN'), ('by', 'IN'), ('then', 'RB'), ('The', 'DT'), ('chicken', 'NN'), ('wa', 'NN'), ('well', 'RB'), ('and', 'CC'), ('grilled', 'VBN'), ('with', 'IN'), ('a', 'DT'), ('slight', 'JJ'), ('char', 'NN'), ('The', 'DT'), ('generous', 'JJ'), ('side', 'NN'), ('dish', 'NN'), ('of', 'IN'), ('wa', 'JJ'), ('hearty', 'NN'), ('and', 'CC'), ('made', 'VBD'), ('up', 'RP'), ('for', 'IN'), ('the', 'DT'), ('wait', 'NN'), ('—', 'NN'), ('Came', 'NNP'), ('back', 'RB'), ('another', 'DT'), ('time', 'NN'), ('and', 'CC'), ('ordered', 'VBD'), ('Ordered', 'NNP'), ('the', 'DT'), ('grilled', 'JJ'), ('fish', 'NN'), ('of', 'IN'), ('the', 'DT'), ('day', 'NN'), ('sea', 'NN'), ('bass', 'NN'), ('and', 'CC'), ('beef', 'NN'), ('brisket', 'NN'), ('The', 'DT'), ('fish', 'JJ'), ('wa', 'NN'), ('fresh', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('beef', 'NN'), ('wa', 'NN'), ('tender', 'NN'), ('and', 'CC'), ('the', 'DT'), ('beef', 'NN'), ('fat', 'NN'), ('melt', 'NN'), ('in', 'IN'), ('the', 'DT'), ('mouth', 'NN'), ('Order', 'IN'), ('the', 'DT'), ('mash', 'NN'), ('it', 'PRP'), ('’', 'VBZ'), ('s', 'JJ'), ('really', 'RB'), ('thumbsup', 'JJ'), ('emoji', 'NN'), ('modifier', 'RBR'), ('fitzpatrick', 'JJ'), ('type', 'NN'), ('3', 'CD'), ('Food', 'NNP'), ('5', 'CD'), ('star', 'NN'), ('️', 'NN'), ('but', 'CC'), ('be', 'VB'), ('prepared', 'VBN'), ('to', 'TO'), ('wait', 'VB')]]",0.35208333333333336
Xi Yan Maxwell,5,Melts in my mouth. Mizayaki beef.,1.0,in my mouth beef,"[[('in', 'IN'), ('my', 'PRP$'), ('mouth', 'NN'), ('beef', 'NN')]]",0.0
Old Chang Kee,4,"Curry puffs crusts are very thick but crispy. Enjòyed the different types of dried bee hoon like satay, plain white, mee siam and Laksa. Drink are also available together with other finger food such as fish balls, held together by a stick.",1.0,Curry puff crust are very thick but crispy the different type of dried bee hoon like plain white and Drink are also available together with other finger food such a fish ball together by a stick,"[[('Curry', 'NNP'), ('puff', 'NN'), ('crust', 'NN'), ('are', 'VBP'), ('very', 'RB'), ('thick', 'JJ'), ('but', 'CC'), ('crispy', 'VBP'), ('the', 'DT'), ('different', 'JJ'), ('type', 'NN'), ('of', 'IN'), ('dried', 'JJ'), ('bee', 'JJ'), ('hoon', 'NN'), ('like', 'IN'), ('plain', 'JJ'), ('white', 'JJ'), ('and', 'CC'), ('Drink', 'NNP'), ('are', 'VBP'), ('also', 'RB'), ('available', 'JJ'), ('together', 'RB'), ('with', 'IN'), ('other', 'JJ'), ('finger', 'NN'), ('food', 'NN'), ('such', 'PDT'), ('a', 'DT'), ('fish', 'JJ'), ('ball', 'NN'), ('together', 'RB'), ('by', 'IN'), ('a', 'DT'), ('stick', 'NN')]]",0.4312053571428571
First Culinary Restaurant,4,The service is excellent. Truly appreciate that the staff keep refilling the tea in our glass. The fish is fresh. Food is delicious. The roasted meat is nice but slightly hard. I have a wonderful lunch time. Thank you!,1.0,The service is excellent Truly appreciate that the staff keep the tea in our glass The fish is fresh Food is delicious The meat is nice but slightly hard I have a wonderful lunch time Thank you,"[[('The', 'DT'), ('service', 'NN'), ('is', 'VBZ'), ('excellent', 'JJ'), ('Truly', 'NNP'), ('appreciate', 'NN'), ('that', 'IN'), ('the', 'DT'), ('staff', 'NN'), ('keep', 'VB'), ('the', 'DT'), ('tea', 'NN'), ('in', 'IN'), ('our', 'PRP$'), ('glass', 'NN'), ('The', 'DT'), ('fish', 'NN'), ('is', 'VBZ'), ('fresh', 'JJ'), ('Food', 'NNP'), ('is', 'VBZ'), ('delicious', 'JJ'), ('The', 'DT'), ('meat', 'NN'), ('is', 'VBZ'), ('nice', 'JJ'), ('but', 'CC'), ('slightly', 'RB'), ('hard', 'JJ'), ('I', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('wonderful', 'JJ'), ('lunch', 'NN'), ('time', 'NN'), ('Thank', 'NNP'), ('you', 'PRP')]]",0.8402777777777778
Wee Nam Kee Hainanese Chicken Rice Restaurant,5,"Back here two years after leaving Singapore. Wee Nam Kee used to be my go to local chicken rice place. I came here almost 2-3 times a week even even try were still up in their old location.

Yesterday we ordered all the good stuff I remembered and taste as well as quality wise they are still keeping up their same high level as ever before.

To my favorites belong obviously the roasted chicken, the chicken rice, their sweet and sour pork, baby kaylan with garlic and the mapo eggplant dish. All of which were support delicious. I don't know why we didn't order the bbq chashu as I remember that being fabulous too but I guess we already had more than enough food.

Wee Nam Kee still my favorite.",1.0,Back here two year after leaving Wee Nam used to be my go to local chicken rice place I came here almost 23 time a week even even try were still up in their old location Yesterday we ordered all the good stuff I and taste a well a quality wise they are still keeping up their same high level a ever before To my favorite belong obviously the chicken the chicken rice their sweet and sour pork baby with garlic and the mapo eggplant dish All of which were support delicious I dont know why we didnt order the a I remember that being fabulous too but I guess we already had more than enough food Wee Nam still my favorite,"[[('Back', 'RB'), ('here', 'RB'), ('two', 'CD'), ('year', 'NN'), ('after', 'IN'), ('leaving', 'VBG'), ('Wee', 'NNP'), ('Nam', 'NNP'), ('used', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('my', 'PRP$'), ('go', 'NN'), ('to', 'TO'), ('local', 'JJ'), ('chicken', 'NN'), ('rice', 'NN'), ('place', 'NN'), ('I', 'PRP'), ('came', 'VBD'), ('here', 'RB'), ('almost', 'RB'), ('23', 'CD'), ('time', 'NN'), ('a', 'DT'), ('week', 'NN'), ('even', 'RB'), ('even', 'RB'), ('try', 'VB'), ('were', 'VBD'), ('still', 'RB'), ('up', 'RB'), ('in', 'IN'), ('their', 'PRP$'), ('old', 'JJ'), ('location', 'NN'), ('Yesterday', 'NN'), ('we', 'PRP'), ('ordered', 'VBD'), ('all', 'PDT'), ('the', 'DT'), ('good', 'JJ'), ('stuff', 'NN'), ('I', 'PRP'), ('and', 'CC'), ('taste', 'VB'), ('a', 'DT'), ('well', 'NN'), ('a', 'DT'), ('quality', 'NN'), ('wise', 'NN'), ('they', 'PRP'), ('are', 'VBP'), ('still', 'RB'), ('keeping', 'VBG'), ('up', 'RP'), ('their', 'PRP$'), ('same', 'JJ'), ('high', 'JJ'), ('level', 'NN'), ('a', 'DT'), ('ever', 'RB'), ('before', 'IN'), ('To', 'TO'), ('my', 'PRP$'), ('favorite', 'JJ'), ('belong', 'NN'), ('obviously', 'RB'), ('the', 'DT'), ('chicken', 'NN'), ('the', 'DT'), ('chicken', 'NN'), ('rice', 'VBP'), ('their', 'PRP$'), ('sweet', 'NN'), ('and', 'CC'), ('sour', 'JJ'), ('pork', 'NN'), ('baby', 'NN'), ('with', 'IN'), ('garlic', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('mapo', 'NN'), ('eggplant', 'JJ'), ('dish', 'JJ'), ('All', 'NNP'), ('of', 'IN'), ('which', 'WDT'), ('were', 'VBD'), ('support', 'NN'), ('delicious', 'JJ'), ('I', 'PRP'), ('dont', 'VBP'), ('know', 'JJ'), ('why', 'WRB'), ('we', 'PRP'), ('didnt', 'VBP'), ('order', 'NN'), ('the', 'DT'), ('a', 'DT'), ('I', 'PRP'), ('remember', 'VBP'), ('that', 'IN'), ('being', 'VBG'), ('fabulous', 'JJ'), ('too', 'RB'), ('but', 'CC'), ('I', 'PRP'), ('guess', 'VBP'), ('we', 'PRP'), ('already', 'RB'), ('had', 'VBD'), ('more', 'JJR'), ('than', 'IN'), ('enough', 'RB'), ('food', 'NN'), ('Wee', 'NNP'), ('Nam', 'NNP'), ('still', 'RB'), ('my', 'PRP$'), ('favorite', 'JJ')]]",0.603421052631579
